Common_Name,Organisation.name,Country,Sector,Primary.activity,Primary.sector,Primary.industry,Rating_year,Score,Score2,Year_TRASE,Country_trade,Commodity,DF_E,Market_Capital,gvkey,assets,sales,book_equity,net_income,enterprise_value,gp_at,ni_be,ope_be,debt_bev,cash_lt,lt_ppen,debt_at,age,News_count,me
Company_017,Company_017,Indonesia,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2019,C,4,2019,Brazil,soy,100.740694,6907.56552081189,201163,1934.63228178303,3823.83106535223,1340.64216910562,292.150767731733,7054.48065650889,0.345087247315386,0.218353591240379,0.33615723580974,0.212936705934738,0.280796684008546,0.723752882067541,0.163366181627346,426.5,0,6903.2534797052
Company_017,Company_017,Indonesia,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2020,C,4,2020,Brazil,soy,187.047113,6596.06117152704,201163,2067.81620753938,4057.23124349743,1470.08654018014,255.173592786153,6730.08785287021,0.304294193112067,0.174289352594071,0.262643270544461,0.224944626571357,0.325875855733526,0.640010667648373,0.178074956577396,438.5,0,6557.46956928993
Company_018,Company_018,Taiwan,Materials,Specialty chemicals,Chemicals,Materials,2015,C,4,2015,Brazil,beef,7.763619276,9821.83133281762,288181,101.746448954701,59.4341280389143,35.163522044908,-16.97134472,67.4195319642188,-0.003145355,-0.488090388,-0.339341012,0.608496744772193,0.063881623193918,1.06195399294453,0.453305715006603,378.5,0,25.8956001614238
Company_018,Company_018,Taiwan,Materials,Specialty chemicals,Chemicals,Materials,2016,A,8,2016,Brazil,beef,0.379533258,10846.1491817563,288181,90.6227293848123,46.977386552638,20.9147850178378,-13.01945026,57.9283246006957,0.0126000623251481,-0.621696761,-0.377786875,0.838672410973923,0.127307134893328,1.240785526,0.596655486975023,390.5,0,12.9324209914596
Company_019,Company_019,Hong Kong,Industrials,Biomass generation,Renewable power generation,Power generation,2019,B,6,2019,Indonesia,palm oil,28.35101608,5429.1474092474,203243,10352.4136552839,700.727968904382,5148.19664038784,403.351171128214,5334.43589834531,NA,0.0784322171325879,0.0909890536173679,0.436375705502177,0.210828197690729,34.1635912667669,0.329710014352617,426.5,0,2722.38068792567
Company_019,Company_019,Hong Kong,Industrials,Biomass generation,Renewable power generation,Power generation,2020,A-,7,2020,Indonesia,palm oil,14.19851739,3579.13340683049,203243,11044.6052153066,632.282203843424,5214.4127754271,246.683082595344,5481.76423448477,NA,0.0471468727494178,0.0733312946216041,0.475541362585899,0.217820882787735,7.57288015551914,0.356530596993604,438.5,0,2477.95707420423
Company_020,Company_020,Germany,Materials,Inorganic base chemicals,Chemicals,Materials,2018,B,6,2018,Indonesia,palm oil,0.00099756,15905.9806711821,295421,23864.977115179,16511.7765220007,9345.47342578989,886.670748669834,19858.7318058466,0.25601680059452,0.0950568583892617,0.248903387865318,0.387718962321423,0.0705845220985596,2.03351004043215,0.203504597271732,414.5,0,15913.485384388
Company_021,Company_021,Japan,Consumer Staples,"Supermarkets, food & drugstores",Convenience retail,Retail,2019,B,6,2019,Indonesia,palm oil,63.40675155,12641.0452328796,104950,14213.2726709807,8211.26148223339,5135.34618485524,198.712676831403,13748.2033352516,0.371826670186405,0.0389967738689327,0.132238612902989,0.609127754727743,0.343464056765665,2.82812159618297,0.27036478402346,426.5,0,12639.1849055918
Company_021,Company_021,Japan,Consumer Staples,"Supermarkets, food & drugstores",Convenience retail,Retail,2020,B,6,2020,Indonesia,palm oil,2.356355079,10724.3535835977,104950,18718.1808191208,5122.06819844227,5471.49984794215,251.985656796705,15705.0664111756,0.284958331455726,0.0471003365060859,0.277067434549639,0.782253752308132,0.238412885868627,1.48542530909366,0.451658192865285,438,0,10404.9003843374
Company_022,Company_022,United States,Consumer Discretionary,Automobiles,Transportation equipment,Manufacturing,2020,A,8,2020,Brazil,soy,0.374589928,27319.653384525,4839,262552.5,148538,32709.5,-891.25,147509.018161975,0.107086490249597,-0.031114939,0.247370872257553,1.0766032847733,0.189669779232768,3.54674036441202,0.625465765143274,846.5,4,27060.7681619749
Company_023,Company_023,Taiwan,Energy,Oil & gas refining,Oil & gas processing,Fossil Fuels,2019,A-,7,2019,Brazil,soy,362.0148587,32738.8580831277,259598,13936.4052159384,24558.0187193146,11010.6258312895,1913.21065459282,30144.3883345031,0.21082743629883,0.172026295733155,0.229802423194823,0.0864380247943367,1.22355059075689,0.783642251109796,0.0517307510475139,426.5,0,32713.5343316002
Company_024,Company_024,Japan,Consumer Staples,Other food processing,Food & beverage processing,"Food, beverage & agriculture",2020,A,8,2020,Indonesia,palm oil,32.09097395,2363.47285351537,202334,3403.28345665491,3284.63531534546,1528.44412841017,128.352147662697,3595.0948394194,0.224631475798133,0.0845331051927601,0.210076232252439,0.520142917116637,0.0866422430244515,1.74030716944445,0.411055880803972,438.5,2,2363.72304450061
Company_025,Company_025,Germany,Industrials,Industrial machinery,Powered machinery,Manufacturing,2016,C,4,2016,Brazil,chicken,0.00217492,8875.54309717179,100368,6619.61365499788,5063.84748642592,3209.43878809893,299.139146587692,7875.07395738023,0.264392634734015,0.0931912236978387,0.141532443906271,0.222766847981101,0.41002873754058,6.31650640318131,0.0684740347890559,390.5,0,8878.91139696995
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2014,B,6,2014,Brazil,soy,1260.601371,71489.1425007494,267407,156868,231682.375,56648.75,-3885.625,124578.585980485,0.0649473863427233,-0.069122332,0.123253211147926,0.544580899087381,0.0325454318368152,1.52971636583408,0.359717264713548,366.5,0,71525.0859804852
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2015,C,4,2015,Brazil,soy,5638.211392,41126.8400334553,267407,150139.5,207701.625,53139.5,1484.875,89646.5594244082,0.0768941634755032,0.0272886767802822,0.150682475274389,0.538363985488286,0.0316867025777212,1.4422466226542,0.343557470823105,378.5,3,41235.0594244082
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2015,C,4,2015,Brazil/Argentina,soy,6244.300789,41126.8400334553,267407,150139.5,207701.625,53139.5,1484.875,89646.5594244082,0.0768941634755032,0.0272886767802822,0.150682475274389,0.538363985488286,0.0316867025777212,1.4422466226542,0.343557470823105,378.5,3,41235.0594244082
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2016,B,6,2016,Brazil,soy,22899.02876,35006.2596975543,267407,128169.5,155664.875,46870,-4384.125,73456.6286683931,0.0659848077609786,-0.093579235,0.120281800663755,0.515648949218631,0.031406822232685,1.4675563969618,0.320997668731891,390.5,5,35039.6286683931
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2016,B,6,2016,Brazil/Argentina,soy,21015.63639,35006.2596975543,267407,128169.5,155664.875,46870,-4384.125,73456.6286683931,0.0659848077609786,-0.093579235,0.120281800663755,0.515648949218631,0.031406822232685,1.4675563969618,0.320997668731891,390.5,5,35039.6286683931
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2017,B,6,2017,Brazil,soy,32705.60206,62012.2578422673,267407,121849,163267.625,50729,-186.375,91439.6907807616,0.0796627954016152,-0.004179911,0.12901090454153,0.427968582374552,0.0304599254879627,1.465613336,0.260966526291916,402.5,5,62004.6907807616
Company_026,Company_026,Switzerland,Materials,Diversified Metals & Mining,Materials,Materials,2017,B,6,2017,Brazil/Argentina,soy,24490.23937,62012.2578422673,267407,121849,163267.625,50729,-186.375,91439.6907807616,0.0796627954016152,-0.004179911,0.12901090454153,0.427968582374552,0.0304599254879627,1.465613336,0.260966526291916,402.5,5,62004.6907807616
Company_027,Company_027,Japan,Industrials,Electronic equipment,Electrical & electronic equipment,Manufacturing,2017,B,6,2017,Brazil,beef,212.413101,2354.28975292208,202579,2911.3470997538,2008.36555328033,1754.84651340881,85.8596884405549,2143.33884161022,0.294183653741108,0.0484176379350608,0.172459693568376,0.334478185441022,0.628782406975489,3.47014794725004,0.175597552722532,402.5,0,2356.7811849004
Company_027,Company_027,Japan,Industrials,Electronic equipment,Electrical & electronic equipment,Manufacturing,2017,B,6,2017,Brazil,pork,0.559954789,2354.28975292208,202579,2911.3470997538,2008.36555328033,1754.84651340881,85.8596884405549,2143.33884161022,0.294183653741108,0.0484176379350608,0.172459693568376,0.334478185441022,0.628782406975489,3.47014794725004,0.175597552722532,402.5,0,2356.7811849004
Company_028,Company_028,Singapore,Consumer Staples,Palm oil processing,Food & beverage processing,"Food, beverage & agriculture",2018,D,3,2018,Indonesia,palm oil,100260.9856,2874.54346269292,229037,8329.00825,7472.04075,4100.814,64.79625,5670.32682252822,0.166884186220526,0.0156232285143001,0.103932355679495,0.465116715658915,0.0913261632030858,1.14045343306077,0.381864932795192,414.5,6,2875.41807252822
Company_028,Company_028,Singapore,Consumer Staples,Palm oil processing,Food & beverage processing,"Food, beverage & agriculture",2019,D,3,2019,Indonesia,palm oil,50338.00708,2430.22134054978,229037,8447.5925,7057.92975,4156.85175,-32.0575,5078.9768766712,0.145231068010693,-0.008102854,0.0606016801089376,0.463727881061922,0.115131811155731,1.13833259108028,0.371550858669251,426.5,30,2429.8198766712
Company_028,Company_028,Singapore,Consumer Staples,Palm oil processing,Food & beverage processing,"Food, beverage & agriculture",2020,C,4,2020,Indonesia,palm oil,1014.003581,1483.61797903815,229037,8634.3185,6485.318,4326.01575,97.9655,4021.66199268701,0.126504456275938,0.0224126681351701,0.0594329898622541,0.478021251008889,0.170933328268859,1.15189376449573,0.378247992294048,438.5,18,1483.03149268701
Company_029,Company_029,United Kingdom,Financials,Banks,Financial services,Services,2019,A-,7,2019,Brazil,soy,0.433534919,160801.590679563,15509,2642857,73236.75,178336.75,13951,142797.26933119,0.0211530353548395,0.0784892683526297,NA,2.21904483168767,0.163660739319854,234.174284786444,0.0739519520592121,426.5,17,160954.26933119
Company_030,Company_030,United States,Consumer Staples,Other food processing,Food & beverage processing,"Food, beverage & agriculture",2016,C,4,2016,Brazil,beef,182.5825152,102029.885998085,5568,122430.5,20347.197,79026.25,1102.1335,124735.170528129,0.0684333918004084,0.0139406795489003,0.0605920590629212,0.310995951361367,0.0768596360420785,8.96888447508454,0.221604070004061,786.5,0,102044.170528129
Company_030,Company_030,United States,Consumer Staples,Other food processing,Food & beverage processing,"Food, beverage & agriculture",2017,C,4,2017,Brazil,beef,66.63389711,103722.948787982,5568,120444.5,26390,78604,3602.25,132707.580070893,0.0945497376009872,0.0458210873075192,0.0910581214744344,0.370495145179376,0.0514827742617907,9.36956599358969,0.267430161239172,798.5,8,103724.580070893
Company_031,Company_031,South Korea,Materials,Communications equipment,Electrical & electronic equipment,Manufacturing,2015,C,4,2015,Brazil,chicken,0.00356956,3456.04361582335,209144,12734.7958845047,11317.0985314701,2875.19071247325,258.260063248889,10309.9276742596,0.157857145754573,0.0891405657025768,0.308062370853012,0.77826109034633,0.0519417923713864,1.98567576463553,0.578866773849905,378.5,0,3457.27435548303
Company_031,Company_031,South Korea,Materials,Communications equipment,Electrical & electronic equipment,Manufacturing,2016,B,6,2016,Brazil,chicken,0.068828967,3945.77254642609,209144,12208.219011348,10783.5985994744,3029.51521321375,412.985237096161,10149.7873,0.186544433846393,0.136037364714777,0.387663321206068,0.74456206530325,0.0579316852596168,1.89501558051145,0.551928266637052,390.5,0,3945.15723490241
Company_032,Company_032,Malaysia,Consumer Staples,Palm oil farming,Crop farming,"Food, beverage & agriculture",2018,C,4,2018,Indonesia,palm oil,109.1223285,7151.22463540131,103912,4377.78282112369,1568.49629713584,2371.4109134788,316.736132610035,8060.15829877064,0.153906671027103,0.133008174123714,0.154080458739349,0.506097782137104,0.290064430910148,1.06329155158313,0.348952811309597,414.5,4,7146.85866480464
Company_032,Company_032,Malaysia,Consumer Staples,Palm oil farming,Crop farming,"Food, beverage & agriculture",2019,D,3,2019,Indonesia,palm oil,1110.113564,6715.04972083884,103912,4022.62533277664,1813.43764904085,2497.93305687603,183.652296878416,7322.08069462402,0.117756438028995,0.0738352085016587,0.103901273991313,0.433576221908833,0.357297310159379,0.85164659390717,0.307014433187162,426.5,4,6708.79323569166
Company_032,Company_032,Malaysia,Consumer Staples,Palm oil farming,Crop farming,"Food, beverage & agriculture",2020,C,4,2020,Indonesia,palm oil,240.2296518,6523.31103782691,103912,3927.73972120304,1790.06556627304,2469.36605461378,138.175712007471,7087.12929656119,0.101665870454036,0.0556881825957017,0.0928381014727057,0.417907915033839,0.354259215050574,0.830700342464997,0.295845111619482,438.5,3,6517.85515116978
Company_033,Company_033,India,Consumer Staples,Tobacco products,Tobacco,"Food, beverage & agriculture",2017,A-,7,2017,Indonesia,wood pulp,419.0777476,51957.1518258119,203402,8182.26342408156,6199.5228054257,6427.52066511688,1541.35966452433,49832.148772452,0.475579099817551,0.244861699527389,0.368865766204617,0.00310722527839891,1.14856527064658,0.721195122172327,0.00138329300402452,402.5,0,51915.4044341747
Company_034,Company_034,United States,Materials,Paper packaging,Paper products & packaging,Manufacturing,2017,C,4,2017,Indonesia,wood pulp,375.6715985,22730.1352745375,6104,33281,21120.75,7750.75,836.5,38776.4525616045,0.146534184741781,0.108083021502305,0.337378155205204,0.853765849379052,0.049054423793397,2.06220929212077,0.524722452451349,1064.5,0,22723.2025616045
Company_034,Company_034,United States,Materials,Paper packaging,Paper products & packaging,Manufacturing,2018,C,4,2018,Indonesia,wood pulp,375.4163098,21180.0857393833,6104,33885.5,22017.5,9075.75,1968,38028.1688119405,0.164407728906959,0.214142059423476,0.350038533805129,0.770437711693589,0.0385582628487967,1.97640307416437,0.527468344806775,1076.5,5,21212.9188119405
Company_035,Company_035,Japan,Industrials,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,2015,B,6,2015,Brazil,soy,0.151083096,19814.1241886189,100435,73703.3979820784,131806.17136176,22059.0907825814,2759.6395204941,41175.048853509,0.139762994162251,0.127725355556564,0.171055581828805,0.628348949484489,0.118037985891486,7.25860096378994,0.369809154329318,378.5,1,19810.3537789857
Company_035,Company_035,Japan,Industrials,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,2016,B,6,2016,Brazil,soy,0.764961232,20605.0658498264,100435,74150.5487579289,83707.9766598033,21145.0952303318,2322.99248515411,45839.2777414263,0.138940499013339,0.110684744561749,0.141227831682201,0.659390556017019,0.107510550978348,8.14339878356316,0.414615958101446,390.5,0,20598.08176
Company_035,Company_035,Japan,Industrials,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,2018,B,6,2018,Indonesia,palm oil,17.17921053,30449.5222217874,100435,79186.5956131172,47645.986957579,25327.3256543626,3464.77870811981,52531.3181995255,0.145521043305239,0.141251350485682,0.139806808863749,0.558374780962953,0.0857480955653747,7.20133124633158,0.335425029993647,414.5,0,30452.066496326
Company_035,Company_035,Japan,Industrials,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,2019,B,6,2019,Brazil,soy,2123.210227,31119.898135902,100435,92504.9046730075,78286.7935903129,27867.8623460969,4143.30752061306,56196.8776396278,0.154701258406877,0.150003315614562,0.169606544545004,0.561583848531926,0.0889704759697588,5.87316478782773,0.328815974053638,426.5,0,31116.060105695
Company_035,Company_035,Japan,Industrials,Food & beverage wholesale,"Trading, wholesale, distribution, rental & leasing",Retail,2020,B,6,2020,Indonesia,palm oil,64.98804445,37255.638406241,100435,100728.985433277,103380.208462772,29577.0801942939,4588.03762692325,70039.3653029962,0.16815545306075,0.156899750644228,0.231788239035339,0.601948134216479,0.0883361625476308,3.38131153442247,0.383134580114342,438.5,0,37256.8308359258
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2013,D,3,2013,Brazil,soy,96.11912074,9888.35648394601,275108,24901.1766665926,38046.1568672217,10713.6463297558,395.160889231359,17511.7075568697,0.210607650726943,0.0369195260476535,0.130018141401244,0.583546797293087,0.191971057785041,1.81388101262688,0.416427553328705,354.5,0,9910.6288074903
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2014,C,4,2014,Brazil,soy,328.4515071,11202.8627321815,275108,30345.207619771,42911.6322676883,10577.9497183394,358.817419553293,21643.1790992401,0.213419450655602,0.0339818565105319,0.179604489752503,0.710600399841465,0.196255189375325,2.16302982902066,0.474592812523463,366.5,0,11193.6531608241
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2014,C,4,2014,Paraguay,beef,83573.25958,11202.8627321815,275108,30345.207619771,42911.6322676883,10577.9497183394,358.817419553293,21643.1790992401,0.213419450655602,0.0339818565105319,0.179604489752503,0.710600399841465,0.196255189375325,2.16302982902066,0.474592812523463,366.5,0,11193.6531608241
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2015,B,6,2015,Brazil,beef,3347.234171,12447.8870769343,275108,30359.0365868844,47977.5266974467,9715.52457857138,946.317190760703,22828.3793537094,0.279236524747144,0.0989419950810301,0.305226916061066,0.789345660064304,0.233137342641884,2.36050747938105,0.504502122928023,378.5,3,12430.3960648708
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2015,B,6,2015,Brazil,chicken,1877.791071,12447.8870769343,275108,30359.0365868844,47977.5266974467,9715.52457857138,946.317190760703,22828.3793537094,0.279236524747144,0.0989419950810301,0.305226916061066,0.789345660064304,0.233137342641884,2.36050747938105,0.504502122928023,378.5,3,12430.3960648708
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2015,B,6,2015,Brazil,pork,14.83239717,12447.8870769343,275108,30359.0365868844,47977.5266974467,9715.52457857138,946.317190760703,22828.3793537094,0.279236524747144,0.0989419950810301,0.305226916061066,0.789345660064304,0.233137342641884,2.36050747938105,0.504502122928023,378.5,3,12430.3960648708
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2015,B,6,2015,Brazil,soy,350.7483584,12447.8870769343,275108,30359.0365868844,47977.5266974467,9715.52457857138,946.317190760703,22828.3793537094,0.279236524747144,0.0989419950810301,0.305226916061066,0.789345660064304,0.233137342641884,2.36050747938105,0.504502122928023,378.5,3,12430.3960648708
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2015,B,6,2015,Brazil/Paraguay,beef,326122.5423,12447.8870769343,275108,30359.0365868844,47977.5266974467,9715.52457857138,946.317190760703,22828.3793537094,0.279236524747144,0.0989419950810301,0.305226916061066,0.789345660064304,0.233137342641884,2.36050747938105,0.504502122928023,378.5,3,12430.3960648708
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2016,A-,7,2016,Brazil,beef,2818.748562,8902.96044961698,275108,31210.2387753447,46071.3628674526,8202.53278923989,819.757720666222,21789.2711349362,0.234059855288329,0.096076204900059,0.297727932217404,0.861316999341822,0.189218011950336,2.49306829066152,0.554007707358024,390.5,3,8927.36083469145
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2016,A-,7,2016,Brazil,chicken,948.4612366,8902.96044961698,275108,31210.2387753447,46071.3628674526,8202.53278923989,819.757720666222,21789.2711349362,0.234059855288329,0.096076204900059,0.297727932217404,0.861316999341822,0.189218011950336,2.49306829066152,0.554007707358024,390.5,3,8927.36083469145
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2016,A-,7,2016,Brazil,pork,85.63692702,8902.96044961698,275108,31210.2387753447,46071.3628674526,8202.53278923989,819.757720666222,21789.2711349362,0.234059855288329,0.096076204900059,0.297727932217404,0.861316999341822,0.189218011950336,2.49306829066152,0.554007707358024,390.5,3,8927.36083469145
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2016,A-,7,2016,Brazil,soy,190.7437604,8902.96044961698,275108,31210.2387753447,46071.3628674526,8202.53278923989,819.757720666222,21789.2711349362,0.234059855288329,0.096076204900059,0.297727932217404,0.861316999341822,0.189218011950336,2.49306829066152,0.554007707358024,390.5,3,8927.36083469145
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2016,A-,7,2016,Brazil/Paraguay,beef,315435.6887,8902.96044961698,275108,31210.2387753447,46071.3628674526,8202.53278923989,819.757720666222,21789.2711349362,0.234059855288329,0.096076204900059,0.297727932217404,0.861316999341822,0.189218011950336,2.49306829066152,0.554007707358024,390.5,3,8927.36083469145
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2017,B,6,2017,Brazil,beef,195565.3765,7796.37356782828,275108,32045.3365050598,50940.5867544238,8476.75349841183,459.253324776556,22713.8963940019,0.243663834362683,0.0531784532129267,0.282081856095382,0.799719858857812,0.122158657762316,2.29850669457561,0.558787902611264,402.5,11,7783.98230240914
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2017,B,6,2017,Brazil,chicken,450.0570356,7796.37356782828,275108,32045.3365050598,50940.5867544238,8476.75349841183,459.253324776556,22713.8963940019,0.243663834362683,0.0531784532129267,0.282081856095382,0.799719858857812,0.122158657762316,2.29850669457561,0.558787902611264,402.5,11,7783.98230240914
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2017,B,6,2017,Brazil,pork,1.796648242,7796.37356782828,275108,32045.3365050598,50940.5867544238,8476.75349841183,459.253324776556,22713.8963940019,0.243663834362683,0.0531784532129267,0.282081856095382,0.799719858857812,0.122158657762316,2.29850669457561,0.558787902611264,402.5,11,7783.98230240914
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2017,B,6,2017,Brazil,soy,3.754987862,7796.37356782828,275108,32045.3365050598,50940.5867544238,8476.75349841183,459.253324776556,22713.8963940019,0.243663834362683,0.0531784532129267,0.282081856095382,0.799719858857812,0.122158657762316,2.29850669457561,0.558787902611264,402.5,11,7783.98230240914
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2018,B,6,2018,Brazil,chicken,217.8089451,7311.10376488966,275108,32653.2575088314,49915.3925596688,8417.70937988831,189.096857822979,21033.0693421015,0.267419033789555,0.020495073090752,0.249032412428355,0.816356613365101,0.148607800355925,2.41214077243354,0.532881957400998,414.5,1,7302.75154712983
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2018,B,6,2018,Brazil,pork,85.63692702,7311.10376488966,275108,32653.2575088314,49915.3925596688,8417.70937988831,189.096857822979,21033.0693421015,0.267419033789555,0.020495073090752,0.249032412428355,0.816356613365101,0.148607800355925,2.41214077243354,0.532881957400998,414.5,1,7302.75154712983
Company_036,Company_036,Brazil,Consumer Staples,Animal processing,Food & beverage processing,"Food, beverage & agriculture",2020,A-,7,2020,Indonesia,palm oil,11.27573962,11688.2467419057,275108,29998.7399319612,50309.7684351475,7545.95577710233,717.770533325407,23785.3733055491,0.31597631200283,0.0890507192232755,0.507615497191741,0.797721747762116,0.133490099335398,2.23108588620151,0.50589579152474,438.5,126,11642.3907337769
Company_037,Company_037,Ireland,Consumer Staples,Other food processing,Food & beverage processing,"Food, beverage & agriculture",2020,B,6,2020,Indonesia,palm oil,86.56424144,22503.1227989438,100801,10693.0291376459,7981.72496373284,5397.59976501449,619.574940293943,24873.5666850281,0.354860575727154,0.114803321604733,0.202307516145813,0.419106763927575,0.130646112084072,2.50330068363453,0.289415532138775,438.5,0,22518.5983889154
Company_038,Company_038,Finland,Industrials,Electrical equipment,Electrical & electronic equipment,Manufacturing,2018,A-,7,2018,Indonesia,palm oil,25.53094078,23227.1191521534,101023,8816.73427648916,10610.8700596592,3294.05327526642,1121.23298479827,21458.1999365102,0.62293294199919,0.341423402218433,0.473326250515647,0.20454598318472,0.360809027745705,12.7747598090968,0.0310477760150027,414.5,0,23238.5028390253
Company_038,Company_038,Finland,Industrials,Electrical equipment,Electrical & electronic equipment,Manufacturing,2019,A,8,2019,Indonesia,palm oil,11.51175618,25636.7070745889,101023,8826.54130225007,10722.0771770405,3280.87338742722,989.442331423106,24095.2065352931,0.620035800196445,0.303885976907707,0.445814473527462,0.284054213514465,0.357157018635078,9.57013101641764,0.0509587991490655,426.5,0,25657.6541025146
Company_038,Company_038,Finland,Industrials,Electrical equipment,Electrical & electronic equipment,Manufacturing,2020,A,8,2020,Indonesia,palm oil,1.543632297,32935.4880161136,101023,9313.38863693239,11080.5852303474,3299.92866427152,1020.16853762606,31364.8785814115,0.619973971160681,0.311773258473479,0.489766164794923,0.395997772815394,0.355430779226665,7.5979567173882,0.0643862075306348,438.5,0,32960.0327327998
Company_039,Company_039,South Korea,Consumer Staples,Personal care & household products,Chemicals,Materials,2018,B,6,2018,Indonesia,palm oil,91.23746084,18722.0174423842,245697,4403.92406940003,5719.40778444825,2874.4059974637,558.177628910943,17580.6464957186,0.798069790542017,0.194235171976925,0.341936828159456,0.166155414110013,0.183736386167233,1.02678434608599,0.114384869040024,414.5,0,17365.0450515913
Company_040,Company_040,Japan,Materials,Specialty chemicals,Chemicals,Materials,2019,D,3,2019,Indonesia,wood pulp,5.761211226,1626.47107756989,105082,2590.30481607928,2304.77536722595,1680.54855049229,111.374381850652,1222.22531504512,0.250385913992231,0.0643658469018137,0.165412974802012,0.12305017578787,0.588958633111793,1.35080474711163,0.0623090481806332,426.5,0,1594.06487108166
Company_041,Company_041,Brazil,Consumer Staples,Other food processing,Food & beverage processing,"Food, beverage & agriculture",2020,D,3,2020,Indonesia,palm oil,155.0605733,2336.72668287874,279430,1843.04815755075,1501.68732235879,1352.43043020914,137.810016660439,2478.4124622985,0.276009188314824,0.104116737403622,0.138714270447846,0.218968224805683,0.303065775530142,0.764829740051746,0.169505149347087,438.5,0,2335.19113493284
Company_042,Company_042,Australia,Financials,Banks,Financial services,Services,2013,B,6,2013,Brazil,soy,74.9681507,NA,212856,154572.217053875,9713.90670251042,11578.5285902294,867.558803368708,62727.5366059384,NA,0.0749998155842976,0.155856053762864,1.07565005132217,0.141671857808367,25.1308080962877,0.411051506624285,354.5,1,14307.3563394771
Company_043,Company_043,Brazil,Consumer Staples,Cattle farming,Fish & animal farming,"Food, beverage & agriculture",2016,B,6,2016,Brazil,beef,57074.90969,909.488301379041,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
Company_043,Company_043,Brazil,Consumer Staples,Cattle farming,Fish & animal farming,"Food, beverage & agriculture",2016,B,6,2016,Brazil,chicken,0.093203903,909.488301379041,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
Company_043,Company_043,Brazil,Consumer Staples,Cattle farming,Fish & animal farming,"Food, beverage & agriculture",2016,B,6,2016,Brazil,pork,0.004818406,909.488301379041,285188,5857.42227701514,5423.56551312853,435.230909955035,-332.456554,3602.73793283139,0.13174059732648,-0.832912743,-0.09117762,1.4387855752768,0.284482797813602,4.83276968256784,0.730094841470641,390.5,1,911.980843016493
