Common_Name,Country,Industry,Sector,mean_DF_E,total_DF_E,Analyst_View,Deforestation_statement,ESG_controversies,Total_news_count_Nodu,mean_news_count,assets,sales,book_equity,net_income,enterprise_value,gp_at,ni_be,ope_be,debt_bev,cash_lt,lt_ppen,debt_at,age
30,United States,Food Products,Consumer Staples,18.31574184,54.94722553,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,United Kingdom,Retail - Food & Staples,Consumer Staples,130.2409284,130.2409284,"The company is at low risk of experiencing material financial impacts from ESG factors, due to its medium exposure and strong management of material ESG issues. The company is noted for its strong corporate governance performance, which is reducing its overall risk. Although the company has a moderate level of controversies, its favourable risk assessment is primarily due to its above average policies and programmes. NN Group is a Dutch insurance and asset management company, operating in 18 European markets and Japan. The company reported EUR 1.79 bn in net income, EUR 248.6 bn in assets and had over 15,100 employees at the end of FY2019. Its main business streams are insurance (84%), asset management (8%) and banking products (8%). In April 2020, NN Group completed the acquisition of Vivatâ€™s non-life insurance business, becoming the largest Dutch non-life insurer. In the past few years, insurance companies have faced significant challenges to their traditional revenue streams. These include the shift towards increased digital access, user telematics tracking and the emergence of â€œinsurtechsâ€? which challenge established operating models by offering consumers more choice in coverage options (such as hourly coverage and consumer incentives that can lower premiums). The growth in digital platforms and telematics also raises scrutiny over data security, as the vast amount of data collected can become a prime target for data breaches, a major risk for companies like NN Group. ESG awareness is also on the rise; a report by consultancy firm Opimas notes that asset managers are increasingly adopting ESG data in their strategies, especially in Europe. This suggests that asset managers not incorporating ESG data may fall out of favour with investors. The company's overall exposure is medium and is similar to subindustry average. ESG Integration - Financials, Product Governance and Data Privacy and Security  are notable material ESG issues. NN Group is a customer-focused company. It incorporates impact and risk assessments into product development and makes customer experience and suitability components in variable remuneration for executive compensation. Cybersecurity is also a fundamental part of NN Groupâ€™s risk management strategy, where each business unit is assigned a cybersecurity team, plus encryption and authentication mechanisms to secure data. However, there is no evidence of regular vulnerability testing of its systems and NN Group was reportedly involved in a recent case of unauthorized sharing of customer information. The company demonstrates its commitment to sustainable and responsible finance by adhering to comprehensive policies and programmes, engaging with investee companies and policymakers and encouraging positive change. There are also notable measures to mitigate climate risks in its operations. The company's overall management of material ESG issues is strong.",none,moderate,14,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,Australia,Commercial Services & Supplies,Industrials,4.919370713,4.919370713,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its low exposure and average management of material ESG issues. Furthermore, the company has not experienced significant controversies. Bingo Industries Limited (Bingo), together with its subsidiaries, provides waste management solutions for domestic and commercial businesses in Australia. In FY2017/2018, the company derived revenue from the following segments: Collections (building and demolition waste as well as commercial and industrial waste, 47%), Post-collections (resource recovery and recycling centres, 46%) and other (manufacture of non-mechanical steel waste equipment, 7%).  Bingo¡¯s operations are subject to stringent environmental regulations, which apply at the planning and development as well as operational level in order to minimize the potential negative impacts of waste management on human health and the environment. Involvement in related incidents, such as contamination, could lead to fines and costs to remediate the problem. In addition, in FY2017/2018, Bingo¡¯s collections truck fleet increased from 173 in the previous fiscal year to 254. At the same time its facilities are also energy-intensive. Failure to effectively manage its GHG emissions could lead to increased costs and stakeholder scrutiny. Moreover, in the reporting period, Bingo reprocessed and resold five of the 14 materials it separated and diverted many others from landfill. Inability to continue converting waste into reusable materials could lead to loss of revenue opportunities. The company's overall exposure is low and is similar to subindustry average. Carbon - Own Operations, E&S Impact of Products and Services and Emissions, Effluents and Waste  are notable material ESG issues. Bingo's overall ESG-related disclosure is not in accordance with GRI reporting standards, lagging behind best practice. The company's ESG-related issues are overseen by the board or the executive team, suggesting that these are integrated in core business strategy.   The company's overall management of material ESG issues is average.",none,no,0,0,676.095921179379,250.399291512329,421.141709679556,25.4072729463887,1216.11742217946,0.168841599198886,0.101587095164893,0.243926151716331,0.386621355552905,0.202352989221624,0.741741749651162,0.312940959107722,426.4
33,Germany,Trading Companies & Distributors,Industrials,6.23339032,12.46678064,"The company is at medium risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. The company is noted for its strong corporate governance performance, which is reducing its overall risk. The company has experienced a moderate level of controversies. Brenntag AG is a German distributor of both industrial and specialty chemicals that also offers value-added services, such as product mixing, repackaging and inventory management to around 195,000 customers. Brenntag offers more than 10,000 products and is present in 77 countries worldwide, serving a variety of industries including cosmetics, food, pharmaceuticals and oil & gas. Brenntag employed almost 17,500 people in 2019 and had a total revenue of EUR 12.8 billion. Chemical handling and distribution companies like Brenntag operate in a highly regulated environment, and price-fixing controversies and cartel formation have historically been an issue. Such activities, if they occur, expose companies to the possibilities of significant fines and penalties. Additionally, the global nature of Brenntag¡¯s business operations presents challenges in terms of workforce management, and the successful operation of its distribution network requires both good labour relations with drivers and other manual employees, as well as the recruitment and retention of individuals with strong product knowledge and negotiating skills.  Finally, to distribute its chemicals, Brenntag relies on its distribution fleet, which exposes the company to carbon-related risks. The company's overall exposure is medium and is similar to subindustry average. Business Ethics, Carbon - Own Operations and Human Capital  are notable material ESG issues. Brenntag has best practice commitments addressing bribery and corruption and the company conducts regular compliance-related risk assessments. The company¡¯s whistleblowing system is solid, but can be further enhanced by establishing an independent hotline available around the clock. With regard to managing its own carbon emissions risks, the company discloses activities which include investments to replace diesel trucks with hybrid vehicles and automated systems to improve fleet operations, although improvements to carbon intensity have been modest in recent years. The company¡¯s human capital development programmes contain initiatives to recruit and retain talent, along with focused training for employees, and flexible work-life balance initiatives. The company's overall management of material ESG issues is average.",none,moderate,5,0.625,9261.48529181787,14548.4092243499,3881.00241867475,535.346010454631,11875.2372307404,0.356594162835017,0.137719520657506,0.261604410901112,0.47084791236214,0.113620364387191,4.05657908515723,0.28899679480018,420.125
34,United States,Food Products,Consumer Staples,124169.830440224,1986717.28704358,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its high exposure and average management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. The company has experienced a moderate level of controversies. Bunge Limited is a global agribusiness  and food ingredients company, with activities throughout the farm to consumer  chain. The company¡¯s businesses include grains, oilseeds, fertilizer, milling,  edible oils, and sugar and bioenergy, as well as transportation and B2B- and  consumer brands. The company¡¯s Agribusiness (Grains and Oilseeds) is the main  revenue driver, and responsible for about two thirds of profit. Bunge acquired edible  oils company Loders Croklaan in 2018.  As one of the world¡¯s largest  agribusiness companies, Bunge is exposed to issues associated with intensive  agriculture, including high levels of water use. This poses a risk to the  company, as the availability of fresh water is key for its  own operations in the production process, as well for growing crops  the company sources. As the company is active in the full length of the agricultural  chain, and has a large and globally dispersed supply chain, the company is  exposed to issues in its supply chain. Bunge sources palm oil and soy, which  are particularly associated with issues such as deforestation and human rights  violations, as well as land disputes and conflicts  with local communities. The company¡¯s suppliers have also been alleged to be  involved in corruption and political lobbying, particularly in Brazil.  The company's overall exposure is high and is similar to subindustry average. Land Use and Biodiversity - Supply Chain, Resource Use and Human Rights - Supply Chain  are notable material ESG issues. Bunge has a Sustainability &  Corporate Responsibility Committee in place that assists the board in its  oversight of sustainability and CSR policies and strategies. On the executive  level, the Senior VP of Sustainability & Government Affairs is in the lead.  The company publishes updates regarding traceability and its commitments  regarding deforestation, as well as quarterly updates on its palm oil value  chain. Dedicated policies in place include Environmental-, Labor-, Land Use and  Biodiversity-, and Palm Oil Sourcing Policies, among others. Nevertheless, the  company faces ongoing criticism regarding deforestation and biodiversity loss  in its supply chain, occurring mainly in the company¡¯s Brazilian soy- and  Indonesian palm oil supply chains.  In  2018 Bunge strengthened its no-deforestation policy to include legal  deforestation. The company's overall management of material ESG issues is average.",negative,moderate,80,10,23071.8541666667,52383.8541666667,7686.97916666667,738.333333333333,15708.3807112304,0.140851820221132,0.0823061913170084,0.190981642926111,0.517113808396303,0.14278218228993,2.84511380627187,0.293953534845775,420.125
35,China,Trading Companies & Distributors,Industrials,88.03395,88.03395,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its medium exposure and weak management of material ESG issues. Despite its weak management, the company has not experienced significant controversies. Xiamen C&D Inc (C&D) is a China-based modern service-oriented company mainly specializing in supply chain operation and real estate development. In regard to supply chain operation, the company has formed core business units, namely, pulp and paper, iron and steel, mineral products, agricultural products, textiles and other light industrial goods, chemical products, mechanical and electrical products, logistics services, automobiles and wines/spirits. Due to its employee base and qualification needs, the company is exposed to labour relations issues and skill deficit. Companies that are unable to effectively manage their workforce may face obstacles, such as high operational costs, business disruptions and other inefficiencies. Exposure to ethical breaches is mostly derived from the company¡¯s business relations within its value chain, as well as countries of operation and size. These may include political lobbying, conflicts of interest, anti-competitive practices, tax and accounting irregularities and others.?The company's carbon footprint is affected by the nature of its operations and the source of energy used to power these operations. Increasingly stringent carbon and energy regulations could lead to higher energy prices and larger associated costs for the company, as well as compliance issues. The company's overall exposure is medium and is moderately above subindustry average. Business Ethics, Carbon - Own Operations and Human Capital  are notable material ESG issues. In recent years, the company has not published an ESG report written in accordance with recognized international standards. Additionally, a board committee is responsible for overseeing governance issues only. Moreover, C&D's environmental policy is weak. Furthermore, the company has not established standards to guide the management of social supply chain issues. Specifically, there is no policy addressing forced and child labour. Likewise, there is no information on C&D's whistleblower programme. The company's overall management of material ESG issues is weak.",none,no,0,0,49952.1107066781,53386.4455799516,5021.83050471448,711.244809994823,9818.87839057656,0.0732363981079789,0.149807927868847,0.236345343038546,0.977641907694622,0.143653183292125,89.7056505384712,0.275519632935459,420.083333333333
36,France,Energy Equipment & Services,Energy,5294.39089976667,31766.3454,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. The company is noted for its strong corporate governance performance, which is reducing its overall risk. Furthermore, the company has not experienced significant controversies. CGG is engaged in developing and marketing of geophysical techniques for appraising underground geological resources. Along with the developing a broad range of other geophysical and geological activities, the company is also specialized in seismic techniques adapted to oil and gas exploration and production. Due to its employee base and qualification needs, the company is exposed to labour relations issues and skill deficit. Companies that are unable to effectively manage its workforce may face obstacles, such as high operational costs, business disruptions and other inefficiencies. The risks inherent in the company's operations expose its employees to workplace hazards. Health and safety incidents can lead to operations delays, fines or even criminal charges for specific managers. The company's operations release negative environmental externalities such as air pollutants, hazardous substances or wastewater. Related incidents may trigger environmental fines, clean-up costs, civil lawsuits, community opposition and operational shutdowns. The company's overall exposure is medium and is similar to subindustry average. Emissions, Effluents and Waste, Human Capital and Occupational Health and Safety  are notable material ESG issues. Weak ESG reporting practices are in place at the company. It has assigned board level responsibility for overseeing ESG issues. Additionally, it has a very strong environmental policy. Furthermore, the social supply chain standards in place are strong. For instance, the social supplier standards address child labour and forced labour. Moreover, a strong whistleblower programme has been put in place. The company's overall management of material ESG issues is average.",none,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,Hong Kong,Food Products,Consumer Staples,4924.94814350975,19699.792574039,NA,NA,NA,0,0,28717.9089951254,24455.4417267918,4443.07115514094,198.023034094598,12617.13982,0.291748489269447,0.0461125218620525,0.60696010321743,0.811759287817757,0.12865114608893,1.74022159607579,0.397088266126368,420.125
38,South Korea,Food Products,Consumer Staples,13.2620917013333,79.57255021,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its high exposure and average management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. Furthermore, the company has not experienced significant controversies. CJ Cheiljedang Corporation operates through two main divisions: food and bio. The food business includes the manufacturing of sweeteners, flour, edible oil, meat products and feed. The bio segment comprises R&D-based products (amino acids and nucleotides) for human and animal nutrition and health. While also operating through US and South-East Asia, in FY2018 the company sold almost 60% of its products in the domestic market, Korea. The company¡¯s product and service portfolio, as well as its customer base triggers exposure to quality and safety issues. Types of misconduct include unsafe features, insufficient transparency and misleading marketing. The company's carbon footprint is affected by the nature of its operations and the source of energy used to power these operations. Increasingly stringent carbon and energy regulations could lead to higher energy prices and larger associated costs for the company, as well as compliance issues.?There is increasing customer demand for more environmentally or socially responsible products and services. Companies adapting to this trend have the opportunity to improve their brand image and to differentiate on the market, while the others face the risk of losing customers over competitors.   The company's overall exposure is high and is moderately above subindustry average. E&S Impact of Products and Services, Carbon - Own Operations and Product Governance  are notable material ESG issues. CJ Cheiljedang's overall ESG-related disclosure follows best practice, signalling strong accountability to investors and the public. The company's committee that oversees ESG issues is below board level, suggesting that these are not fully integrated in core business strategy.  The company's overall management of material ESG issues is average.",none,no,0,0,17674.2994656055,16306.1314335287,4622.29897872389,324.06988845263,10296.2415835573,0.221370309143396,0.0680475951854464,0.308954236556482,0.682637347241631,0.0987308336506273,1.4070545057312,0.412183465984015,420.125
39,China,Consumer Staples,Consumer Staples,12258.6579800669,122586.579800669,"In consideration of the company's high exposure and weak management, we view the company to be at severe risk of material financial impacts driven by ESG factors.COFCO Joycome Foods Ltd is engaged in feed production.Companies in this subindustry typically face the highest risk exposure to the material ESG issues Product Governance, Carbon - Own Operations, and E&S Impact of Products and Services.The company's disclosure is poor, signaling inadequate accountability to investors and the public.It lacks policies and programmes to manage risks related to its material ESG issues.Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,10,1.25,2083.54230117873,1554.76027291675,955.391861823909,94.4396875776825,1789.21807427488,0.158626885844099,0.0888629923792841,0.215448544467543,0.507542180031512,0.169579624610427,1.07220481575246,0.391929239551938,438.555555555556
40,Thailand,Food Products,Consumer Staples,145.9461132,145.9461132,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,United States,Food Products,Consumer Staples,50884.2084275798,915915.751696436,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. The company is not publicly held, which reduces its corporate governance risk compared to its peers. Despite its management policies and programmes, the company has experienced a high level of controversies. Cargill, Inc. is a  privately held corporation that operates as a producer and distributor of  agricultural commodities, such as grains, oilseeds, meats, sugar, and biofuel.  Its businesses include agriculture, animal nutrition and protein, food, and  financial and industrial services. The company operates globally, with North  America being its main source of revenue (34%), followed by Asia Pacific (29%),  EMEA (24%) and Latin America (13%). The company employs 160,000 people across  70 countries.   Cargill is one of  the largest agri-businesses in the world and conducts operations in various  fields, from storing and transportation of commodities globally to  manufacturing and processing of food ingredients. The company relies on the  availability of fresh water for crop cultivation and the processing of  agricultural products. Overall, the agricultural sector accounts for 70% of  global water use, making water use an important issue for the company. Cargill  sources many different commodities, including palm oil, soy, and beef products,  commodities that are particularly prone to deforestation issues, as well as  human rights issues. Following recent legislation in the US, a key market,  customs officials can block goods known to have been produced with forced labour  from entry into the US market. The company's overall exposure is medium and is similar to subindustry average. Resource Use, Land Use and Biodiversity - Supply Chain and Human Rights - Supply Chain  are notable material ESG issues. A member of  Cargill¡¯s executive team is responsible for leading the company¡¯s integrated  supply chain, research and development, and sustainability practices. The  company¡¯s sustainability strategy is focused on six priority issues; Land Use,  Climate Change, Water Resources, Farmer Livelihoods, Food Security, and  Nutrition. On the subject of water, Cargill focuses on conservation, improving  water quality, and promoting access to clean water. In 2019, Cargill announced  it would drop its 2020 zero deforestation goal, instead pledging USD 30 million  to forest protection initiatives. Supply chains are managed on a per-commodity  basis. However, details on how for instance supply chains are audited is  apparently lacking. In 2019, several NGO¡¯s have petitioned to block US imports  of palm oil from Cargill supplier FGV Holdings, over human rights concerns.  The company's overall management of material ESG issues is average.",negative,high,283,35.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,Chile,Retail - Food & Staples,Consumer Staples,839.185748233333,2517.557245,"The company is at low risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. However, the company has a moderate level of controversies. Cencosud S.A. (Cencosud) is a leading multi-brand retailer in South America, operating through several business units, including supermarkets (72% of FY2019 revenues), home improvement (12%), department stores (12%), shopping centres (2%) and financial services (2%). The company has operations in Chile, Argentina and Brazil, which account for the majority of revenues, as well as in Colombia and Peru. As of FY2019, Cencosud reports that it had more than 125,000 employees. Cencosud¡¯s exposure to ESG issues is driven by its large workforce and footprint. As of December 2019, it operates 1,108 stores and 67 shopping centres across five countries. Its revenues are increasingly derived from its supermarket¡¯s private label products, which raises the company¡¯s accountability and potential reputational risks for practices within its supply chain, as human rights issues are prevalent and has been traditionally linked to the supply chains of many of the company¡¯s product categories. Given its large workforce of over 125,000 employees, managing labour relations well is key to avoiding operational risks and conflicts with unions. Moreover, controlling costs related to the extensive use of lighting, ventilation, air conditioning, refrigeration and logistics could reduce Cencosud¡¯s vulnerability to potential energy price increases from stricter carbon regulations. The company's overall exposure is medium and is similar to subindustry average. Human Rights - Supply Chain, Carbon - Own Operations and Human Capital  are notable material ESG issues. Cencosud¡¯s sustainability strategy launched in 2017 is aimed at managing four key focus areas: community, supplier and stakeholder development, climate change management, sustainable offers for clients, and employee development. Since 2013, it has a board member tasked with overseeing sustainability issues for the group. Cencosud publishes an integrated annual report written in accordance with GRI Standards: Comprehensive option, though some of its major brands such as Jumbo, Santa Isabel and Easy also release their own sustainability reports. Cencosud reports comprehensively on its non-discrimination and freedom of association policies and has adequate disclosures on human capital development programmes, supply chain management as well as a formal environmental policy. However, reporting gaps remain, particularly on working hours policy, logistics programmes and renewable energy use. The company's overall management of material ESG issues is average.",none,moderate,0,0,15922.1037210717,16259.0174256735,6796.26529014922,390.240670727342,11331.000401058,0.310780139449255,0.0582805570338977,0.1478445167439,0.504711028559135,0.077345380454144,2.12375246797771,0.334223367726704,420.125
43,Philippines,Packaged Foods,Consumer Staples,0.553281155,0.553281155,"In consideration of the company's medium exposure and average management, we view the company to be at high risk of material financial impacts driven by ESG factors. It is primarily engaged in buying, selling, processing, canning, packaging, and manufacturing food products such as marine products, animal products, and agricultural crops. Companies in this subindustry typically face the highest risk exposure to the material ESG issues Product Governance, Carbon - Own Operations, and E&S Impact of Products and Services. The company's disclosure is very strong, signaling a high degree of accountability to investors and the public. It has some initiatives to manage risks related to material ESG issues, however, the company lacks policies and programmes in key areas. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,1,0.125,622.66751366901,821.081466348167,367.603977088938,67.3431616953099,1410.08523281769,0.358724721258007,0.189243086039709,0.249849211264608,0.194639002518098,0.139991308586797,2.13230113904735,0.135349619976686,432.05
44,Thailand,Food Products,Consumer Staples,26.64221189,106.5688475,"The company is at high risk of experiencing material financial impacts from ESG factors, due to its high exposure and average management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. The company has experienced a moderate level of controversies. Charoen Pokphand Foods Public Co. Ltd. (CPF) operates an integrated agro-industrial and food business in Thailand and 16 other countries. CPF¡¯s operations focus on livestock and aquaculture and cover three segments: Feed (manufacturing and distribution, 37% of FY2019 revenue), Farm (breeding, farming and primary processing, 43%), and Food (production of cooked and ready meals & food retail outlets, 18%). In FY2019, 67% of the company¡¯s revenues were derived from international operations.  CPF¡¯s key ESG risks stem from its integrated business comprising animal feed production, farming, meat processing, as well as food production and retail. Meat products are especially sensitive to contamination by pathogens, spoilage, and chemical feed additives. Customers are typically risk-averse, with few food safety reported cases still potentially leading to significant sales drops. Furthermore, meat processing, refrigeration, and logistics all contribute to an inherently energy-intensive operation. CPF thus faces risks related to both energy costs and regulation in the areas of GHG emissions and energy efficiency. Additionally, CPF¡¯s operations, especially farming and meat processing, require heavy water consumption. With water quality and scarcity being a critical issue in many of the countries where CPF operates, the company is exposed to risks in this area.  The company's overall exposure is high and is moderately above subindustry average. Product Governance, Resource Use and Carbon - Own Operations  are notable material ESG issues. CPF¡¯s overall ESG-related disclosure is in accordance with GRI guidelines, ¡°Core??option. CPF¡¯s ESG-related issue are overseen by the board-level Corporate Social Responsibility and Sustainable Development Committee, suggesting that these are integrated in core business strategy.   The company's overall management of material ESG issues is average.",none,moderate,4,0.5,18821.5288483552,15111.4400667178,5300.05367174952,392.477025680291,15291.4985627728,0.14748261775768,0.0790980980277604,0.161014660579469,0.700625136469564,0.0969989418249706,2.08000435629188,0.526622607581388,420.125
45,Indonesia,Food Products,Consumer Staples,117.41640858375,469.6656343,"The company is at severe risk of experiencing material financial impacts from ESG factors, due to its high exposure and weak management of material ESG issues. Notably, its overall risk is higher since it is materially exposed to more ESG issues than most companies in our universe. Despite its weak management, the company has not experienced significant controversies. PT Charoen Pokphand Indonesia Tbk (PT Charoen), is operates in the agri-food industry, through three segments: poultry feed manufacturing (accounting for almost 48% of FY2018 revenue), poultry farming, which entails the production of day-old chicks (40%), and processed food, involving the production of value-added chicken (8%). The company markets its products across Indonesia under various brands, such as Royal Feed, Golden Fiesta, Champ, and Okay. To maintain its ongoing operations, the company uses large quantities of water. As water resources are becoming increasingly constrained, especially in drought prone areas, companies may face limited fresh water availability, higher water prices or even regulatory restrictions on water use. The company's carbon footprint is affected by the nature of its operations and the source of energy used to power these operations. Increasingly stringent carbon regulations and energy efficiency requirements could lead to higher energy prices, larger associated costs for the company and compliance issues. Suppliers??operations can negatively impact the local ecosystems, especially in environmentally sensitive areas. Companies associated with biodiversity loss or ecosystem disruptions in such areas within its supply chain are exposed to media criticism, fines and/or operation restrictions. The company's overall exposure is high and is similar to subindustry average. Land Use and Biodiversity - Supply Chain, Resource Use and Carbon - Own Operations  are notable material ESG issues. The company's overall ESG-related disclosure is weak and not in accordance with GRI reporting standards, signalling inadequate accountability to investors and the public. The company has a board committee overseeing?governance issues, but not environmental and social ones, suggesting that these are not integrated in core business strategy. The company's overall management of material ESG issues is weak.",negative,no,0,0,2001.96224612559,3173.56371955393,1310.94136102517,214.606365736751,5828.03836193316,0.288660593809663,0.174842161749721,0.284191628877173,0.27535386535145,0.232480274031443,0.804806277027021,0.216826848043869,420.125
46,Indonesia,Consumer Staples,Consumer Staples,19.07305741,19.07305741,"In consideration of the company's medium exposure and average management, we view the company to be at high risk of material financial impacts driven by ESG factors. It manufactures and sells pulp and a variety of paper products. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Land Use and Biodiversity, Water Use and Health and Safety. The company's disclosure is strong, signaling a high degree of accountability to investors and the public. It has some initiatives to manage risks related to material ESG issues, however, the company lacks policies and programmes in key areas. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,1024.65651863759,684.857295219412,578.462105143491,2.642269943,681.070331277909,0.0845516137546266,0.0040066747062778,0.0548674218835114,0.346526246550595,0.185070334195215,0.883847830901138,0.238531861991546,420.125
47,United Arab Emirates,Banks,Financials,0.127668116,0.127668116,"In consideration of the company's medium exposure and weak management, we view the company to be at severe risk of material financial impacts driven by ESG factors. It PSC is a banking firm operating in the United Arab Emirates. Companies in this subindustry typically face the highest risk exposure to the material ESG issues Business Ethics, Product Governance, and Data Privacy and Security. The company's disclosure is very poor, signaling inadequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,21520.924637332,967.247329226981,2723.88322604666,355.787382713847,3553.77951290051,NA,0.129954501505752,0.129950909146839,0.879311255794679,0.156253313009118,205.14990231209,0.0959073048899026,420.136363636364
48,Switzerland,Professional Services,Industrials,0.016421031,0.016421031,"The company is at low risk of experiencing material financial impacts from ESG factors, due to its medium exposure and average management of material ESG issues. Its management has not resulted in significant controversies for the company. DKSH Holding Ltd offers market expansion services in Asia. The company's services include sourcing, marketing, sales, distribution, and after-sales service. Due to its employee base and qualification needs, the company is exposed to labour relations issues and skill deficit. Companies that are unable to effectively manage its workforce may face obstacles, such as high operational costs, business disruptions and other inefficiencies. The company¡¯s product and service portfolio, as well as its customer base triggers exposure to quality and safety issues. Types of misconduct include unsafe features, insufficient transparency and misleading marketing. Exposure to ethical breaches is mostly derived from the company¡¯s business relations within its value chain, as well as countries of operation and size. These may include political lobbying, conflicts of interest, anti-competitive practices, tax and accounting irregularities and others. The company's overall exposure is medium and is similar to subindustry average. Business Ethics, Human Capital and Product Governance  are notable material ESG issues. The company's overall ESG-related disclosure is adequate but lags behind best practice, signalling moderate  accountability to investors and the public. The company has a board committee overseeing?governance issues, but not environmental and social ones, suggesting that these are not integrated in core business strategy. The company's overall management of material ESG issues is average.",none,no,0,0,4933.47025935466,11205.6352979495,1679.19740434013,215.636543517217,4607.07674032633,0.191670553639792,0.130757152569716,0.209224396046863,0.228572546506402,0.165682356892225,15.2023931409651,0.0749013874290247,420.125
49,Taiwan,Commodity Chemicals,Materials,4.071576267,8.143152534,NA,NA,NA,0,0,107.927161055735,54.836696088872,37.0727773416433,-11.18370038,69.802999903217,0.0131725312134011,-0.435337725,-0.306064883,0.671072203351751,0.138818688368824,1.1505078583758,0.465732166078968,377.7
50,South Korea,Packaged Foods,Consumer Staples,96.64564047,96.64564047,NA,NA,NA,0,0,881.63690918929,847.958319785805,648.054536228239,34.3700732392436,187.706434194946,0.199044855984219,0.0519307529415148,0.0834027692317553,0.249149039203103,0.867761574467639,0.982569207084954,0.165693090689763,420.125
51,Hong Kong,Retail - Consumer Discretionary,Consumer Discretionary,0.247441462,0.494882923,NA,NA,NA,0,0,3123.04559489733,6062.57313099863,1242.79136522237,95.9569741291215,1720.6060149371,0.262073017458672,0.0775890070956653,0.164597468772421,0.489644347414047,0.121007418763383,3.74144348171945,0.309268984145371,390.5
52,China,Trading and Distribution,Industrials,0.053490298,0.106980596,NA,NA,NA,0,0,740.590127170844,986.883527236776,214.448083126325,-37.25213932,295.584748067323,0.107900595566127,-1.431117164,-1.829559786,2.65870295579185,0.127289064745693,10546.3225294267,14.8541129851604,408.04
53,Italy,Asset Management & Custody Banks,Financials,0.032787899,0.065575798,"Dea Capital SpA operates in private equity and alternative asset management sector. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Business Ethics, Responsible Finance and Human Capital. The company's disclosure is very poor, signaling inadequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Nevertheless, the company has not been implicated in any significant ESG-related controversies. In consideration of the company's medium exposure and average management, we view the company to be at high risk of material financial impacts driven by ESG factors.",none,no,0,0,850.623140801341,95.390777757426,613.476151001605,-2.756594198,420.619665258595,NA,0.00454099951454611,0.0496609052826428,0.0637447858071254,1.5607465011205,31.3584808202788,0.0477555315973149,414.090909090909
54,United Arab Emirates,Integrated Oil & Gas,Energy,0.318502669,0.318502669,"In consideration of the company's high exposure and average management, we view the company to be at severe risk of material financial impacts driven by ESG factors. It, engage in processing and production of natural gas. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Community Relations, Health and Safety and Carbon - Own Operations. The company's disclosure is strong, signaling a high degree of accountability to investors and the public. It has some initiatives to manage risks related to material ESG issues, however, the company lacks policies and programmes in key areas. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,United Arab Emirates,Energy,Energy,10.80822088,10.80822088,"In consideration of the company's medium exposure and weak management, we view the company to be at severe risk of material financial impacts driven by ESG factors. Dongwon F&B Co Ltd is a food supplying company. Companies in this subindustry face the highest risk exposure in the following material ESG issues: Supply Chain, Water Use and Human Capital.  The company's disclosure is average, signaling adequate accountability to investors and the public. It lacks policies and programmes to manage risks related to its material ESG issues. Nevertheless, the company has not been implicated in any significant ESG-related controversies.",none,no,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
