Common_Name,Issuer_Name,Country,Industry,Sector,Year_MSCI,Rating_year,Rating_month,Market_Capital,Mark.Cap_type,Overall_Company_Rating,Industry_Adjusted_Score,Weighted_Average_Score,E_score,E_weight,S_score,S_weight,G_score,G_weight,Year_TRASE,Country_trade,Commodity,DF_E,volume,gvkey,assets,sales,book_equity,net_income,enterprise_value,gp_at,ni_be,ope_be,debt_bev,cash_lt,lt_ppen,debt_at,age,News_count,me
Company_041,Company_041,China,Food Products,Consumer Staples,2019,2018,5,2410.544722,original,BB,3.5,4,2.1,39,5.6,38,4.7,23,2018,Brazil/Argentina/Paraguay,soy,38810.25005,9072827.431,322736,1429.18447793584,1053.17551533642,761.781667643192,41.0300556365626,909.79514488706,0.148202810089567,0.0543585951129019,0.157999348034497,0.45378279362212,0.299093631083914,0.834764828362313,0.331337558276053,414.5,0,629.793352666419
Company_041,Company_041,China,Food Products,Consumer Staples,2019,2018,5,2410.544722,original,BB,3.5,4,2.1,39,5.6,38,4.7,23,2018,Indonesia,palm oil,30.05456131,520.1052632,322736,1429.18447793584,1053.17551533642,761.781667643192,41.0300556365626,909.79514488706,0.148202810089567,0.0543585951129019,0.157999348034497,0.45378279362212,0.299093631083914,0.834764828362313,0.331337558276053,414.5,0,629.793352666419
Company_041,Company_041,China,Food Products,Consumer Staples,2020,2019,6,2704.326674,original,BB,4,4,2.1,39,5.6,34,4.6,27,2019,Brazil,soy,11108.94996,2367870.222,322736,1543.90747917198,1118.45838227746,697.821779535257,-59.5973415,1736.17081026113,0.0502362662108291,-0.085686482,-0.048419771,0.539227777222926,0.18565850393435,0.908981597634835,0.413544255675384,426.5,6,1251.07586863945
Company_041,Company_041,China,Food Products,Consumer Staples,2020,2019,6,2704.326674,original,BB,4,4,2.1,39,5.6,34,4.6,27,2019,Brazil/Argentina/Paraguay,soy,17903.33956,11341104.59,322736,1543.90747917198,1118.45838227746,697.821779535257,-59.5973415,1736.17081026113,0.0502362662108291,-0.085686482,-0.048419771,0.539227777222926,0.18565850393435,0.908981597634835,0.413544255675384,426.5,6,1251.07586863945
Company_041,Company_041,China,Food Products,Consumer Staples,2020,2019,6,2704.326674,original,BB,4,4,2.1,39,5.6,34,4.6,27,2019,Indonesia,palm oil,34.71485064,768.0785427,322736,1543.90747917198,1118.45838227746,697.821779535257,-59.5973415,1736.17081026113,0.0502362662108291,-0.085686482,-0.048419771,0.539227777222926,0.18565850393435,0.908981597634835,0.413544255675384,426.5,6,1251.07586863945
Company_041,Company_041,China,Food Products,Consumer Staples,2021,2020,5,2326.268746,original,BB,4,3.4,2.4,41,5.5,26,2.9,33,2020,Brazil,soy,16492.4114,7262162.776,322736,2870.13162409612,1786.82935378279,987.65066710252,292.740321449974,2750.34377479079,0.137319878079621,0.283187020272891,0.27953801851633,0.63425891811756,0.0651441774666679,1.80692860183358,0.537178385523313,438.5,7,1301.97999031985
Company_041,Company_041,China,Food Products,Consumer Staples,2021,2020,5,2326.268746,original,BB,4,3.4,2.4,41,5.5,26,2.9,33,2020,Indonesia,palm oil,9189.69659,165716.5028,322736,2870.13162409612,1786.82935378279,987.65066710252,292.740321449974,2750.34377479079,0.137319878079621,0.283187020272891,0.27953801851633,0.63425891811756,0.0651441774666679,1.80692860183358,0.537178385523313,438.5,7,1301.97999031985
Company_042,Company_042,United Arab Emirates,Banks,Financials,2017,2016,12,3969.121336,original,A,6.7,5.1,1.9,8,4.5,60,7.2,32,2016,Brazil,chicken,0.127668116,114.367,274393,15775.8813792126,706.730414613848,2208.86572809029,289.147385588891,4499.19432193435,NA,0.130926947025586,0.141740122244644,0.821249047028307,0.153880388109575,148.220281789991,0.118361233063798,390.5,0,4149.82596303673
Company_043,Company_043,Switzerland,Professional Services,Industrials,2014,2013,10,5378.508691,original,A,7,5.6,5,19,6,76,3,5,2013,Brazil,soy,0.016421031,103.0999995,312008,3603.43836329507,9599.18307526403,1280.91615583085,220.493151470162,5138.30407751299,0.244275207151046,0.171999160053187,0.236898186918679,0.146090396705995,0.102544152996023,15.7294883577906,0.0491073278564317,354.5,0,5197.81488207541
Company_044,Company_044,Taiwan,Commodity Chemicals,Materials,2016,2015,2,38.42430865,original,AA,7.8,5.8,6.6,63,3.3,21,6.2,16,2015,Brazil,beef,7.763619276,89.20127793,288181,101.746448954701,59.4341280389143,35.163522044908,-16.97134472,67.4195319642188,-0.003145355,-0.488090388,-0.339341012,0.608496744772193,0.063881623193918,1.06195399294453,0.453305715006603,378.5,0,25.8956001614238
Company_044,Company_044,Taiwan,Commodity Chemicals,Materials,2017,2016,2,12.63022737,original,AA,7.2,5.8,6.1,67,2.8,18,8.2,15,2016,Brazil,beef,0.379533258,1.251331203,288181,90.6227293848123,46.977386552638,20.9147850178378,-13.01945026,57.9283246006957,0.0126000623251481,-0.621696761,-0.377786875,0.838672410973923,0.127307134893328,1.240785526,0.596655486975023,390.5,0,12.9324209914596
Company_045,Company_045,Hong Kong,Retail - Consumer Discretionary,Consumer Discretionary,2019,2018,9,726.9736001,original,AA,8.5,5.7,1.3,17,6.3,50,7,33,2018,Brazil,chicken,0.478730695,1107.099,286881,3462.67996684372,6563.20727073323,1359.82339090127,100.233378481933,1605.36194919751,0.271173211504871,0.073744896011271,0.161879724381549,0.437289633331979,0.0677786840473489,4.29936877642365,0.26178945793408,414.5,0,841.36306228074
Company_045,Company_045,Hong Kong,Retail - Consumer Discretionary,Consumer Discretionary,2019,2018,9,726.9736001,original,AA,8.5,5.7,1.3,17,6.3,50,7,33,2018,Brazil,pork,0.016152228,1048.792,286881,3462.67996684372,6563.20727073323,1359.82339090127,100.233378481933,1605.36194919751,0.271173211504871,0.073744896011271,0.161879724381549,0.437289633331979,0.0677786840473489,4.29936877642365,0.26178945793408,414.5,0,841.36306228074
Company_046,Company_046,Italy,Asset Management & Custody Banks,Financials,2018,2017,10,473.4081399,original,B,1.7,3.8,6.7,5,3.5,69,4.1,26,2017,Brazil,chicken,0.06542886,189,235722,768.069305285588,92.79950277,580.303089830994,7.17742822585413,384.145584736186,NA,0.0127996027290037,0.0789131876652381,0.00176375435629598,2.49708364331206,18.9413158542393,0.00126148685354746,402.5,0,460.60766452399
Company_046,Company_046,Italy,Asset Management & Custody Banks,Financials,2018,2017,10,473.4081399,original,B,1.7,3.8,6.7,5,3.5,69,4.1,26,2017,Brazil,pork,0.000146938,53.363,235722,768.069305285588,92.79950277,580.303089830994,7.17742822585413,384.145584736186,NA,0.0127996027290037,0.0789131876652381,0.00176375435629598,2.49708364331206,18.9413158542393,0.00126148685354746,402.5,0,460.60766452399
Company_047,Company_047,United Arab Emirates,Integrated Oil & Gas,Energy,2020,2019,5,NA,search,A,6,5,6.5,48,5.6,16,2.8,36,2019,Brazil,soy,0.318502669,318.1810317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_048,Company_048,South Korea,Food Products,Consumer Staples,2021,2020,2,NA,search,B,2,3.1,1.7,41,5.8,26,2.8,33,2020,Brazil,soy,10.80822088,21055.53558,244740,1345.26940539793,2598.80196237076,593.700767966576,55.2123283215845,1035.81929871304,0.459943571428596,0.093019976248036,0.210667887902862,0.470492269463173,0.0548195999734339,1.34125192138868,0.353830062700962,438.5,0,601.820762023642
Company_049,Company_049,United Arab Emirates,Banks,Financials,2016,2015,8,7535.465516,original,BBB,4.6,4.5,0.7,9,4.5,54,5.6,37,2015,Brazil,chicken,0.054935977,3225.199,251246,36666.2358754476,1703.31745693488,4639.57794755847,752.801385690139,3865.25424222961,NA,0.162545610770985,0.166358066948616,0.140548198554753,0.203796060511606,208.894516241041,0.0259302323028178,378.5,0,7186.95376026892
Company_049,Company_049,United Arab Emirates,Banks,Financials,2017,2016,8,7347.478981,original,BBB,5.2,4.6,1.5,8,4.7,60,5,32,2016,Brazil,beef,5.468090016,38.3834431,251246,43173.2517809382,2084.16007406164,5648.71124226311,967.107544555795,3784.88279852991,NA,0.171963041099724,0.192174783711739,1.74528065662662,0.16329438236789,178.029571251311,0.0409285020881385,390.5,0,6942.69164290386
Company_049,Company_049,United Arab Emirates,Banks,Financials,2017,2016,8,7347.478981,original,BBB,5.2,4.6,1.5,8,4.7,60,5,32,2016,Brazil,chicken,0.28351935,2420.441,251246,43173.2517809382,2084.16007406164,5648.71124226311,967.107544555795,3784.88279852991,NA,0.171963041099724,0.192174783711739,1.74528065662662,0.16329438236789,178.029571251311,0.0409285020881385,390.5,0,6942.69164290386
Company_049,Company_049,United Arab Emirates,Banks,Financials,2018,2017,8,8195.265018,original,BBB,5.5,4.7,1.6,8,4.6,58,5.6,34,2017,Brazil,chicken,0.52226926,2523.384,251246,49440.2302927533,2398.7123616818,6515.53754895156,1002.53121977126,5245.77386591618,NA,0.153959755836132,0.178447105778421,0.928693752082077,0.154974111096118,170.125709659776,0.0467282860971337,402.5,0,8036.42096596059
Company_049,Company_049,United Arab Emirates,Banks,Financials,2019,2018,8,9186.091297,original,BBB,4.4,4.6,2.7,8,4.8,58,4.7,34,2018,Brazil,chicken,0.29294525,538.001,251246,56848.3552876234,2815.20584234037,7100.79411498331,1193.72650743742,7692.02468010161,NA,0.169060177201638,0.178864846374579,1.01726180052658,0.166647053032913,159.908105140949,0.0864362693643182,414.5,0,8700.50044013613
Company_050,Company_050,United States,Consumer Finance,Financials,2018,2017,7,485.6192245,original,BB,2.9,3.8,6.7,5,3.5,76,4.1,19,2017,Brazil,beef,3.029596841,28.7454739,189517,985.06,751.961,272.36625,36.3845,1029.05057089814,0.427233483146298,0.133126205795329,0.25932216251486,0.795669872894894,0.118333999742974,16.0199582533314,0.650046771524624,102.5,0,475.481070898135
Company_050,Company_050,United States,Consumer Finance,Financials,2018,2017,7,485.6192245,original,BB,2.9,3.8,6.7,5,3.5,76,4.1,19,2017,Brazil,chicken,0.136423883,8567.585,189517,985.06,751.961,272.36625,36.3845,1029.05057089814,0.427233483146298,0.133126205795329,0.25932216251486,0.795669872894894,0.118333999742974,16.0199582533314,0.650046771524624,102.5,0,475.481070898135
Company_050,Company_050,United States,Consumer Finance,Financials,2018,2017,7,485.6192245,original,BB,2.9,3.8,6.7,5,3.5,76,4.1,19,2017,Brazil,pork,0.009210101,206.08,189517,985.06,751.961,272.36625,36.3845,1029.05057089814,0.427233483146298,0.133126205795329,0.25932216251486,0.795669872894894,0.118333999742974,16.0199582533314,0.650046771524624,102.5,0,475.481070898135
Company_050,Company_050,United States,Consumer Finance,Financials,2019,2018,7,1058.763088,original,BB,3.2,4.2,6.7,5,3.7,76,5.8,19,2018,Brazil,chicken,0.185313495,1422.535,189517,1160.1605,880.29325,317.517,38.30875,1569.79738273462,0.402689057405109,0.119346779291788,0.266897676383201,0.797946344079551,0.121898263241572,18.0303682159841,0.663272374489584,114.5,0,905.194382734617
Company_051,Company_051,China,Banks,Financials,2019,2018,8,36900,search,BBB,5.2,4.5,5.7,8,4,58,5.1,34,2018,Indonesia,palm oil,22.28435328,521.0469296,203243,9499.69201384547,888.701478103046,5208.83936090034,529.623704157327,6060.55262954842,NA,0.101674728830406,0.12247517756457,0.420445887951759,0.216309212123938,63.72520898,0.353849943170489,414.5,0,3331.67797935025
Company_051,Company_051,China,Banks,Financials,2020,2019,7,39000,search,BBB,5.4,5,5.8,9,4.3,60,6.3,31,2019,Indonesia,palm oil,28.35101608,781.5757654,203243,10352.4136552839,700.727968904382,5148.19664038784,403.351171128214,5334.43589834531,NA,0.0784322171325879,0.0909890536173679,0.436375705502177,0.210828197690729,34.1635912667669,0.329710014352617,426.5,0,2722.38068792567
Company_051,Company_051,China,Banks,Financials,2021,2020,6,34700,search,BBB,4.6,4.3,4.4,13,4.3,54,4.2,33,2020,Indonesia,palm oil,14.19851739,262.8938822,203243,11044.6052153066,632.282203843424,5214.4127754271,246.683082595344,5481.76423448477,NA,0.0471468727494178,0.0733312946216041,0.475541362585899,0.217820882787735,7.57288015551914,0.356530596993604,438.5,0,2477.95707420423
Company_052,Company_052,Germany,Specialty Chemicals,Materials,2019,2018,4,16591.00022,original,A,6,5.3,5.2,64,4.1,20,7,16,2018,Indonesia,palm oil,0.00049878,0.008631579,295421,23864.977115179,16511.7765220007,9345.47342578989,886.670748669834,19858.7318058466,0.25601680059452,0.0950568583892617,0.248903387865318,0.387718962321423,0.0705845220985596,2.03351004043215,0.203504597271732,414.5,0,15913.485384388
Company_053,Company_053,Japan,Retail - Food & Staples,Consumer Staples,2019,2018,8,11059.64973,original,BB,4.1,4.1,2.7,18,4.9,63,2.6,19,2018,Indonesia,palm oil,69.8700029,1209.126158,104950,15937.9186066993,10113.1341183133,5001.53575287472,252.297636645858,14970.1438708498,0.369602327385457,0.0509916656361006,0.16048807594895,0.607985833183604,0.215118655067715,2.93270688191695,0.285472080081876,414.5,0,12696.7957780481
Company_053,Company_053,Japan,Retail - Food & Staples,Consumer Staples,2020,2019,3,12899.87135,original,BB,3.2,3.3,2.9,20,4.6,60,0,20,2019,Indonesia,palm oil,63.40675155,1402.897397,104950,14213.2726709807,8211.26148223339,5135.34618485524,198.712676831403,13748.2033352516,0.371826670186405,0.0389967738689327,0.132238612902989,0.609127754727743,0.343464056765665,2.82812159618297,0.27036478402346,426.5,0,12639.1849055918
Company_054,Company_054,Singapore,Food Products,Consumer Staples,2019,2018,12,1790.175695,original,A,7.1,5.2,4,48,5.7,36,8,16,2018,Indonesia,palm oil,28178.44172,627203.355,287568,1683.47675,627.9055,967.74675,136.48725,2166.986424,0.216869828972645,0.141324652278604,0.271942242303026,0.398789077337468,0.358998123646422,0.719454450401853,0.279408301195766,414.5,2,1945.675924
Company_054,Company_054,Singapore,Food Products,Consumer Staples,2020,2019,12,2238.722583,original,A,6.3,4.8,2.8,52,6.6,29,7.6,19,2019,Indonesia,palm oil,24086.37267,685704.8555,287568,1577.90625,639.93925,953.44675,111.745,2208.78532165999,0.208919656216794,0.118060753333638,0.235704568318257,0.316119194031917,0.181551824987155,0.624329909528542,0.24607925656798,426.5,2,1927.42632165999
Company_054,Company_054,Singapore,Food Products,Consumer Staples,2021,2020,12,1535.02415,original,A,5.9,4.5,2.3,37,6,30,5.6,33,2020,Indonesia,palm oil,27974.57918,725498.1248,287568,1685.71625,598.87125,1035.454,90.24975,1877.09797575967,0.182197485733878,0.0870802898028765,0.198693583526076,0.327414680269998,0.198809239533638,0.611943402942793,0.262374033838492,438.5,0,1556.35772575967
Company_055,Company_055,United States,Automobiles,Consumer Discretionary,2021,2020,5,22708.89808,original,B,1.9,3.3,5.1,30,2.2,37,2.8,33,2020,Brazil,soy,0.374589928,520.4900385,4839,262552.5,148538,32709.5,-891.25,147509.018161975,0.107086490249597,-0.031114939,0.247370872257553,1.0766032847733,0.189669779232768,3.54674036441202,0.625465765143274,846.5,4,27060.7681619749
Company_056,Company_056,Taiwan,"Oil & Gas Refining, Marketing, Transportation & Storage",Energy,2020,2019,2,36052.70304,original,B,1.5,3.4,2.9,56,6.6,19,2.1,25,2019,Brazil,soy,362.0148587,75129.17497,259598,13936.4052159384,24558.0187193146,11010.6258312895,1913.21065459282,30144.3883345031,0.21082743629883,0.172026295733155,0.229802423194823,0.0864380247943367,1.22355059075689,0.783642251109796,0.0517307510475139,426.5,0,32713.5343316002
Company_057,Company_057,Germany,Commodity Chemicals,Materials,2017,2016,10,12000,search,BB,3.6,3.7,4,67,1.6,19,5.5,14,2016,Brazil,soy,0.01497917,268.029272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_058,Company_058,Japan,Food Products,Consumer Staples,2021,2020,8,2571.921627,original,A,6.6,4.6,3.7,32,6.5,35,3.4,33,2020,Indonesia,palm oil,32.09097395,4210.339651,202334,3403.28345665491,3284.63531534546,1528.44412841017,128.352147662697,3595.0948394194,0.224631475798133,0.0845331051927601,0.210076232252439,0.520142917116637,0.0866422430244515,1.74030716944445,0.411055880803972,438.5,2,2363.72304450061
Company_059,Company_059,Germany,Industrial Machinery,Industrials,2017,2016,1,8055.229313,original,A,7.1,6.1,6.2,41,3.3,18,7.3,41,2016,Brazil,chicken,0.00217492,25.8,100368,6619.61365499788,5063.84748642592,3209.43878809893,299.139146587692,7875.07395738023,0.264392634734015,0.0931912236978387,0.141532443906271,0.222766847981101,0.41002873754058,6.31650640318131,0.0684740347890559,390.5,0,8878.91139696995
Company_060,Company_060,South Korea,Trading Companies & Distributors,Industrials,2019,2018,2,280.8953885,original,A,6.3,5.7,5.8,60,7.4,20,3.6,20,2018,Indonesia,palm oil,29.73755008,2105.263079,203642,1208.03044616396,3188.31907769929,343.454969397049,17.7296256691036,679.103408788846,0.119118388052136,0.0516396962951042,0.143217091657867,0.661041789328163,0.0980473879565927,2.37631286039611,0.424439977356344,414.5,0,249.319936819969
Company_061,Company_061,Malaysia,Food Products,Consumer Staples,2019,2018,11,1830.04807,original,B,1.5,3.2,3.3,48,4.1,36,0.8,16,2018,Indonesia,palm oil,1284.492379,16815.35,200284,2001.83787453132,449.242336480127,1121.72985819555,87.6449653760868,2173.75936026025,0.0996220011976169,0.0784094284845606,0.119282945284606,0.548878358610636,0.548305335308709,0.852983827976673,0.357599934039201,414.5,0,1937.67434282424
Company_061,Company_061,Malaysia,Food Products,Consumer Staples,2020,2019,12,2321.851326,original,B,1.7,3.2,2.7,52,5.1,29,1.4,19,2019,Indonesia,palm oil,11678.64413,129134.2256,200284,1946.85694737422,486.567705949934,1124.15238658068,39.3421373375655,2426.07647021028,0.0783101920500458,0.0357422314310285,0.0731706441954597,0.489528363169043,0.426480216731414,0.744993284242968,0.343338937755939,426.5,1,2122.04472243731
Company_061,Company_061,Malaysia,Food Products,Consumer Staples,2021,2020,12,2198.750887,original,BB,3.5,3.6,2.9,37,5.5,30,2.8,33,2020,Indonesia,palm oil,1647.23901,12591.33976,200284,1994.30846116636,530.611438082631,1223.36416898531,37.2576196144691,2355.93635431111,0.077304710551133,0.0306105194552452,0.0667946707626704,0.446638007856026,0.468366695314312,0.66027041007622,0.312919722716177,438.5,0,2114.78155729107
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2015,2014,11,66008.67561,original,BB,3.5,3.1,2.9,44,2.5,35,4.5,21,2014,Brazil,soy,1260.601371,393036.8875,267407,156868,231682.375,56648.75,-3885.625,124578.585980485,0.0649473863427233,-0.069122332,0.123253211147926,0.544580899087381,0.0325454318368152,1.52971636583408,0.359717264713548,366.5,0,71525.0859804852
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2016,2015,11,20956.75609,original,BB,4,3.4,3.1,48,2,29,5.5,23,2015,Brazil,soy,5638.211392,308461.8342,267407,150139.5,207701.625,53139.5,1484.875,89646.5594244082,0.0768941634755032,0.0272886767802822,0.150682475274389,0.538363985488286,0.0316867025777212,1.4422466226542,0.343557470823105,378.5,3,41235.0594244082
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2016,2015,11,20956.75609,original,BB,4,3.4,3.1,48,2,29,5.5,23,2015,Brazil/Argentina,soy,6244.300789,2878326.005,267407,150139.5,207701.625,53139.5,1484.875,89646.5594244082,0.0768941634755032,0.0272886767802822,0.150682475274389,0.538363985488286,0.0316867025777212,1.4422466226542,0.343557470823105,378.5,3,41235.0594244082
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2017,2016,11,50271.97791,original,BB,3.5,3.2,2.5,48,2.4,29,5.6,23,2016,Brazil,soy,22899.02876,1792074.822,267407,128169.5,155664.875,46870,-4384.125,73456.6286683931,0.0659848077609786,-0.093579235,0.120281800663755,0.515648949218631,0.031406822232685,1.4675563969618,0.320997668731891,390.5,5,35039.6286683931
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2017,2016,11,50271.97791,original,BB,3.5,3.2,2.5,48,2.4,29,5.6,23,2016,Brazil/Argentina,soy,21015.63639,5113566.531,267407,128169.5,155664.875,46870,-4384.125,73456.6286683931,0.0659848077609786,-0.093579235,0.120281800663755,0.515648949218631,0.031406822232685,1.4675563969618,0.320997668731891,390.5,5,35039.6286683931
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2018,2017,12,75855.9749,original,BB,4,3.5,2.9,45,2.5,27,5.6,28,2017,Brazil,soy,32705.60206,3010824.709,267407,121849,163267.625,50729,-186.375,91439.6907807616,0.0796627954016152,-0.004179911,0.12901090454153,0.427968582374552,0.0304599254879627,1.465613336,0.260966526291916,402.5,5,62004.6907807616
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2018,2017,12,75855.9749,original,BB,4,3.5,2.9,45,2.5,27,5.6,28,2017,Brazil/Argentina,soy,24490.23937,5508188.224,267407,121849,163267.625,50729,-186.375,91439.6907807616,0.0796627954016152,-0.004179911,0.12901090454153,0.427968582374552,0.0304599254879627,1.465613336,0.260966526291916,402.5,5,62004.6907807616
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2019,2018,11,52041.27036,original,BB,4.1,3.6,3,45,2.4,27,5.6,28,2018,Brazil,soy,28432.673,4047793.9,267407,135028.5,205867.875,55363,5440.5,96670.995440497,0.100817200689235,0.0986025156563923,0.188044288791789,0.420535102519283,0.0255539754064786,1.51771868479109,0.247919340238317,414.5,4,65405.495440497
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2019,2018,11,52041.27036,original,BB,4.1,3.6,3,45,2.4,27,5.6,28,2018,Brazil/Argentina,soy,28650.94476,7497997.032,267407,135028.5,205867.875,55363,5440.5,96670.995440497,0.100817200689235,0.0986025156563923,0.188044288791789,0.420535102519283,0.0255539754064786,1.51771868479109,0.247919340238317,414.5,4,65405.495440497
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2020,2019,6,47447.10893,original,BB,3.8,3.4,2.8,49,2.1,24,5.5,27,2019,Brazil,soy,17605.49527,8056769.076,267407,127927.5,218979.25,50662.5,2788.625,80388.2012120074,0.113996739780358,0.0541559689370882,0.208000712696131,0.458970293572271,0.024642603518516,1.47938923435932,0.276861087412355,426.5,4,47054.7012120074
Company_062,Company_062,Switzerland,Metals and Mining - Non-Precious Metals,Materials,2021,2020,5,24641.69687,original,BBB,4.8,3.6,2.9,38,3.4,29,4.7,33,2020,Brazil,soy,14122.39845,2903461.888,267407,118014,202054.25,43470.5,-1306,66297.9766984212,0.102097755162687,-0.031963359,0.180853166679613,0.514752152794361,0.0257007211611806,1.58086508037257,0.322805171108527,438.5,4,30454.4766984212
Company_063,Company_063,United States,"Oil & Gas Refining, Marketing, Transportation & Storage",Energy,2019,2018,10,688.0701951,original,A,6.1,5.4,5,52,6.7,24,5,24,2018,Brazil,chicken,0.029123168,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Company_064,Company_064,Japan,Industrial Machinery,Industrials,2018,2017,6,2248.229753,original,AA,8.1,6.2,6,41,6.2,18,6.4,41,2017,Brazil,beef,212.413101,772.4769314,202579,2911.3470997538,2008.36555328033,1754.84651340881,85.8596884405549,2143.33884161022,0.294183653741108,0.0484176379350608,0.172459693568376,0.334478185441022,0.628782406975489,3.47014794725004,0.175597552722532,402.5,0,2356.7811849004
Company_064,Company_064,Japan,Industrial Machinery,Industrials,2018,2017,6,2248.229753,original,AA,8.1,6.2,6,41,6.2,18,6.4,41,2017,Brazil,pork,0.559954789,1059.942,202579,2911.3470997538,2008.36555328033,1754.84651340881,85.8596884405549,2143.33884161022,0.294183653741108,0.0484176379350608,0.172459693568376,0.334478185441022,0.628782406975489,3.47014794725004,0.175597552722532,402.5,0,2356.7811849004
Company_065,Company_065,Singapore,Food Products,Consumer Staples,2019,2018,11,2292.586483,original,B,1.5,3.3,3.8,48,1.9,36,4.7,16,2018,Indonesia,palm oil,100260.9856,4807806.176,229037,8329.00825,7472.04075,4100.814,64.79625,5670.32682252822,0.166884186220526,0.0156232285143001,0.103932355679495,0.465116715658915,0.0913261632030858,1.14045343306077,0.381864932795192,414.5,6,2875.41807252822
Company_065,Company_065,Singapore,Food Products,Consumer Staples,2020,2019,12,2243.992793,original,B,1.7,3.2,3.4,52,2.2,29,4.4,19,2019,Indonesia,palm oil,50338.00708,3356545.474,229037,8447.5925,7057.92975,4156.85175,-32.0575,5078.9768766712,0.145231068010693,-0.008102854,0.0606016801089376,0.463727881061922,0.115131811155731,1.13833259108028,0.371550858669251,426.5,30,2429.8198766712
Company_065,Company_065,Singapore,Food Products,Consumer Staples,2021,2020,12,1545.287471,original,BB,3.8,3.7,3.5,37,4.6,30,3.2,33,2020,Indonesia,palm oil,1014.003581,41685.66362,229037,8634.3185,6485.318,4326.01575,97.9655,4021.66199268701,0.126504456275938,0.0224126681351701,0.0594329898622541,0.478021251008889,0.170933328268859,1.15189376449573,0.378247992294048,438.5,18,1483.03149268701
Company_066,Company_066,Australia,Food Products,Consumer Staples,2015,2014,11,1583.176277,original,BB,4.1,3.7,2.8,55,4,38,8.5,7,2014,Brazil,soy,0.005145867,502.55064,241386,3263.45506590396,3973.65499397854,1676.74708951742,103.338930860344,2623.70299915032,0.235882631683526,0.0617516219411599,0.13915880556358,0.415105285409303,0.110239756009962,1.49246602510274,0.318723895568318,366.5,0,1743.15959372484
Company_066,Company_066,Australia,Food Products,Consumer Staples,2016,2015,12,1436.830478,original,BBB,5.5,4.3,4.1,49,3.7,38,7,13,2015,Brazil,soy,0.012855624,2527.01193,241386,2975.73253802856,3470.50295617081,1501.5427176884,32.1934099238301,2309.75578429969,0.206335937099382,0.0212608971082057,0.0996506260421922,0.439607981295095,0.137283387216483,1.48804584453073,0.326907773503247,378.5,0,1540.78274818453
Company_066,Company_066,Australia,Food Products,Consumer Staples,2017,2016,10,1462.747978,original,BBB,5.3,4.3,3.9,49,3.9,38,7.1,13,2016,Brazil,soy,0.009034377,1204.49668,241386,2792.2724014631,3024.39330323387,1358.7610547534,19.8527661242276,2219.96830455543,0.193210196037312,0.014655427112107,0.0858418925600513,0.475383730671594,0.14944886829437,1.45015124372343,0.358276029458051,390.5,0,1427.88147276622
Company_066,Company_066,Australia,Food Products,Consumer Staples,2018,2017,10,1489.101488,original,BBB,5.3,4.6,3.8,48,4.4,36,7.4,16,2017,Brazil,soy,0.031591754,2132.485346,241386,2906.24898934187,3319.70818557438,1418.98947889215,57.8070652383423,2321.71807613001,0.208032601929788,0.0402867286606657,0.116433583031135,0.496808615399536,0.198635640782696,1.37986770476078,0.365882136435182,402.5,0,1555.39731439092
Company_066,Company_066,Australia,Food Products,Consumer Staples,2019,2018,10,1333.802773,original,A,6.2,4.9,3.9,48,4.9,36,7.7,16,2018,Brazil,soy,0.048136935,1378.00367,241386,3027.4571640873,3336.08139546896,1503.18239357875,70.9525569155279,2203.85532493914,0.206990625909533,0.0470917851466223,0.122128451701475,0.475397534052554,0.167553685989637,1.36524270210063,0.359847421267319,414.5,0,1365.79104402737
Company_066,Company_066,Australia,Food Products,Consumer Staples,2019,2018,10,1333.802773,original,A,6.2,4.9,3.9,48,4.9,36,7.7,16,2018,Indonesia,palm oil,2.189767673,37.89473684,241386,3027.4571640873,3336.08139546896,1503.18239357875,70.9525569155279,2203.85532493914,0.206990625909533,0.0470917851466223,0.122128451701475,0.475397534052554,0.167553685989637,1.36524270210063,0.359847421267319,414.5,0,1365.79104402737
Company_066,Company_066,Australia,Food Products,Consumer Staples,2020,2019,11,1258.503169,original,A,6.6,4.8,4.1,52,5.1,29,6.4,19,2019,Brazil,soy,1.681775675,4475.431811,241386,2988.13136241389,3196.59684435296,1377.92391728657,-3.929544883,2318.17945036854,0.169733337114552,-0.003647986,0.0920310522118428,0.512957799266104,0.131652479986451,1.70005668829832,0.397729627800163,426.5,0,1333.8733532667
